Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
YAF-2_R1_paired	(1.0, 34.47785433178509)	(2.0, 21.228834475199974)	(3.0, 16.114394963356318)	(4.0, 10.179827596026566)	(5.0, 6.176765896278975)	(6.0, 3.6094718040676765)	(7.0, 2.0694774903333673)	(8.0, 1.24075388984474)	(9.0, 0.7687566819379708)	('>10', 3.020003913676611)	('>50', 0.36682107742769005)	('>100', 0.5279079743605171)	('>500', 0.10900094015303004)	('>1k', 0.10581617239667129)	('>5k', 0.004312793154863982)	('>10k+', 0.0)
YAF-2_R2_paired	(1.0, 29.70770400217051)	(2.0, 22.703645080877017)	(3.0, 17.096279918796732)	(4.0, 11.113333527775122)	(5.0, 6.654739218366783)	(6.0, 3.8520948399578447)	(7.0, 2.2155905864319583)	(8.0, 1.3416529367859154)	(9.0, 0.8190971268733616)	('>10', 3.233769345224771)	('>50', 0.349233861260858)	('>100', 0.6174402244438346)	('>500', 0.12056599048155117)	('>1k', 0.0918961078017488)	('>5k', 0.004157999138187283)	('>10k+', 0.0787992336138964)
YAF-3_R1_paired	(1.0, 32.487857706936005)	(2.0, 17.089218076285505)	(3.0, 15.120122357698026)	(4.0, 11.43819342216274)	(5.0, 8.086175745771937)	(6.0, 5.031601706093069)	(7.0, 3.182743096842545)	(8.0, 1.9237028173695387)	(9.0, 1.2303965121856564)	('>10', 3.6232398896179485)	('>50', 0.29630364201713527)	('>100', 0.3557596480502873)	('>500', 0.05647932858755738)	('>1k', 0.06565848235589057)	('>5k', 0.012547568026247128)	('>10k+', 0.0)
YAF-3_R2_paired	(1.0, 23.35044824384544)	(2.0, 19.14564652168448)	(3.0, 17.022654752144412)	(4.0, 13.19531902451105)	(5.0, 9.094218725165062)	(6.0, 5.8082099643760285)	(7.0, 3.6455627829092276)	(8.0, 2.2639333971266264)	(9.0, 1.3732965752923523)	('>10', 4.117796654282549)	('>50', 0.2988733907405038)	('>100', 0.48200865677001675)	('>500', 0.053903405404570635)	('>1k', 0.07244702550029287)	('>5k', 0.012795247815983025)	('>10k+', 0.06288563243147836)
YAF_1_R1_paired	(1.0, 22.4176239463402)	(2.0, 3.2139725662789416)	(3.0, 2.6364360903545494)	(4.0, 2.6250672129385086)	(5.0, 2.727710556353124)	(6.0, 2.8949572744522922)	(7.0, 3.123940424699647)	(8.0, 3.117786679603831)	(9.0, 3.333244517577575)	('>10', 49.39932494398791)	('>50', 2.216112386535947)	('>100', 1.8781397173792798)	('>500', 0.19816446374762556)	('>1k', 0.19513391954488138)	('>5k', 0.02238530020557127)	('>10k+', 0.0)
YAF_1_R2_paired	(1.0, 8.202263266085183)	(2.0, 2.6737504151081297)	(3.0, 2.6377124884164127)	(4.0, 2.9110216589990623)	(5.0, 3.179691695443572)	(6.0, 3.328923955705112)	(7.0, 3.52584866097999)	(8.0, 3.7309185651843513)	(9.0, 3.846014298458712)	('>10', 60.3750169414827)	('>50', 2.7104426091430653)	('>100', 2.353433917838636)	('>500', 0.2285418610543794)	('>1k', 0.2282455304112601)	('>5k', 0.022089435518612182)	('>10k+', 0.046084700170756505)
YAF_2_R1_paired	(1.0, 37.75314557087812)	(2.0, 20.961043166931933)	(3.0, 15.33842086248306)	(4.0, 9.515694049982192)	(5.0, 5.643800817453807)	(6.0, 3.327960935396391)	(7.0, 1.8636821009058244)	(8.0, 1.1128274325563874)	(9.0, 0.6767585752702823)	('>10', 2.743340145754053)	('>50', 0.3535434013660681)	('>100', 0.5074233591170949)	('>500', 0.10014848793980745)	('>1k', 0.09806265952913334)	('>5k', 0.004148434435889789)	('>10k+', 0.0)
YAF_2_R2_paired	(1.0, 31.784468989208253)	(2.0, 22.42187295561762)	(3.0, 16.67130541396239)	(4.0, 10.713691057246841)	(5.0, 6.335754747669366)	(6.0, 3.619231148878029)	(7.0, 2.1161816348319435)	(8.0, 1.2709890848461325)	(9.0, 0.7672833971591521)	('>10', 3.085078694324862)	('>50', 0.34314330918380676)	('>100', 0.5958366283689422)	('>500', 0.11796081410364732)	('>1k', 0.09411408387558216)	('>5k', 0.0041055827621099585)	('>10k+', 0.05898245796135219)
YAF_3_R1_paired	(1.0, 35.38671178135957)	(2.0, 17.04462707331954)	(3.0, 14.659729281485692)	(4.0, 10.900096829387008)	(5.0, 7.564327420469094)	(6.0, 4.650116214227078)	(7.0, 2.8418381348898722)	(8.0, 1.7496978782879966)	(9.0, 1.1373711127521469)	('>10', 3.3231338657695835)	('>50', 0.27451143655581295)	('>100', 0.3363695700026223)	('>500', 0.053172366003928245)	('>1k', 0.06596271068824222)	('>5k', 0.012334324801881773)	('>10k+', 0.0)
YAF_3_R2_paired	(1.0, 25.281160516590184)	(2.0, 19.012890662811312)	(3.0, 16.764669761547847)	(4.0, 12.822599695997585)	(5.0, 8.820368718194004)	(6.0, 5.553531300766904)	(7.0, 3.4343060886827668)	(8.0, 2.146335883093938)	(9.0, 1.2934943704226085)	('>10', 3.9208529576648434)	('>50', 0.2896973573860698)	('>100', 0.46388067394263954)	('>500', 0.059631847820740505)	('>1k', 0.0774963881961707)	('>5k', 0.012723689488778559)	('>10k+', 0.04636008739356511)
