Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
GFP_3_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 1.0)	(3.0, 1.0)	(4.0, 2.0)	(5.0, 6.0)	(6.0, 7.5)	(7.0, 7.0)	(8.0, 11.0)	(9.0, 23.5)	(10.0, 37.5)	(11.0, 50.0)	(12.0, 86.0)	(13.0, 156.0)	(14.0, 228.0)	(15.0, 363.0)	(16.0, 666.0)	(17.0, 1200.0)	(18.0, 2039.5)	(19.0, 3363.5)	(20.0, 5460.5)	(21.0, 8729.0)	(22.0, 13671.0)	(23.0, 20747.0)	(24.0, 30691.0)	(25.0, 44391.0)	(26.0, 62270.5)	(27.0, 85395.5)	(28.0, 115131.0)	(29.0, 151315.0)	(30.0, 195827.5)	(31.0, 248403.0)	(32.0, 309321.5)	(33.0, 378108.0)	(34.0, 455607.5)	(35.0, 544791.5)	(36.0, 644937.5)	(37.0, 753467.5)	(38.0, 867871.5)	(39.0, 988549.0)	(40.0, 1112796.5)	(41.0, 1240189.5)	(42.0, 1377678.0)	(43.0, 1526648.5)	(44.0, 1692148.5)	(45.0, 1879374.0)	(46.0, 2082200.0)	(47.0, 2299802.5)	(48.0, 2519643.0)	(49.0, 2720453.5)	(50.0, 2902119.0)	(51.0, 3063515.5)	(52.0, 3200617.0)	(53.0, 3331980.0)	(54.0, 3458077.0)	(55.0, 3556805.5)	(56.0, 3599962.0)	(57.0, 3560003.0)	(58.0, 3432096.5)	(59.0, 3220542.5)	(60.0, 2939025.0)	(61.0, 2617568.0)	(62.0, 2287299.5)	(63.0, 1969017.0)	(64.0, 1670180.0)	(65.0, 1398866.0)	(66.0, 1157880.5)	(67.0, 945566.0)	(68.0, 761020.0)	(69.0, 605098.0)	(70.0, 473124.0)	(71.0, 362962.0)	(72.0, 277220.0)	(73.0, 209952.5)	(74.0, 160041.0)	(75.0, 123308.0)	(76.0, 95194.5)	(77.0, 74362.5)	(78.0, 59075.5)	(79.0, 46548.0)	(80.0, 36112.0)	(81.0, 27753.0)	(82.0, 20939.0)	(83.0, 15422.5)	(84.0, 10746.0)	(85.0, 7066.5)	(86.0, 4452.5)	(87.0, 2624.0)	(88.0, 1626.5)	(89.0, 989.0)	(90.0, 548.0)	(91.0, 315.0)	(92.0, 183.0)	(93.0, 119.0)	(94.0, 69.0)	(95.0, 48.0)	(96.0, 42.0)	(97.0, 31.5)	(98.0, 31.5)	(99.0, 28.5)	(100.0, 19.5)
GFP_3_R2_001	(0.0, 10.0)	(1.0, 15.0)	(2.0, 47.0)	(3.0, 123.5)	(4.0, 291.5)	(5.0, 565.0)	(6.0, 968.5)	(7.0, 1680.0)	(8.0, 2282.0)	(9.0, 2792.5)	(10.0, 2977.0)	(11.0, 2621.5)	(12.0, 2033.0)	(13.0, 1649.5)	(14.0, 1930.5)	(15.0, 2589.0)	(16.0, 6753.0)	(17.0, 5918.5)	(18.0, 1890.0)	(19.0, 3241.0)	(20.0, 5288.5)	(21.0, 8294.0)	(22.0, 12784.0)	(23.0, 19835.0)	(24.0, 29467.5)	(25.0, 42738.0)	(26.0, 60836.0)	(27.0, 84017.0)	(28.0, 113103.0)	(29.0, 149505.5)	(30.0, 193166.0)	(31.0, 245195.5)	(32.0, 307532.0)	(33.0, 378474.0)	(34.0, 457411.5)	(35.0, 548434.0)	(36.0, 650239.5)	(37.0, 759105.0)	(38.0, 876679.5)	(39.0, 1001327.5)	(40.0, 1127286.5)	(41.0, 1259728.5)	(42.0, 1401942.0)	(43.0, 1553360.0)	(44.0, 1721084.5)	(45.0, 1908083.0)	(46.0, 2113140.5)	(47.0, 2330200.5)	(48.0, 2553236.0)	(49.0, 2765379.0)	(50.0, 2956089.5)	(51.0, 3134312.5)	(52.0, 3298687.0)	(53.0, 3452873.5)	(54.0, 3589492.0)	(55.0, 3677426.0)	(56.0, 3688812.0)	(57.0, 3596671.5)	(58.0, 3399310.5)	(59.0, 3124855.0)	(60.0, 2798487.0)	(61.0, 2458008.0)	(62.0, 2131189.5)	(63.0, 1825800.5)	(64.0, 1553294.5)	(65.0, 1308444.5)	(66.0, 1089927.0)	(67.0, 896886.5)	(68.0, 726588.0)	(69.0, 580659.5)	(70.0, 454860.0)	(71.0, 351479.0)	(72.0, 270790.5)	(73.0, 206446.5)	(74.0, 156246.5)	(75.0, 120015.5)	(76.0, 93786.0)	(77.0, 73926.0)	(78.0, 58791.0)	(79.0, 46663.5)	(80.0, 37158.5)	(81.0, 29189.5)	(82.0, 22226.0)	(83.0, 16558.5)	(84.0, 11965.0)	(85.0, 8435.0)	(86.0, 5801.5)	(87.0, 4058.5)	(88.0, 3002.5)	(89.0, 2272.0)	(90.0, 1852.5)	(91.0, 1676.5)	(92.0, 1487.5)	(93.0, 1412.0)	(94.0, 1465.5)	(95.0, 1529.0)	(96.0, 1715.0)	(97.0, 2260.0)	(98.0, 3409.5)	(99.0, 6230.0)	(100.0, 37225.5)
YAF-1_R1_001	(0.0, 1.0)	(1.0, 4.0)	(2.0, 5.0)	(3.0, 7.0)	(4.0, 10.5)	(5.0, 12.0)	(6.0, 19.0)	(7.0, 32.0)	(8.0, 66.5)	(9.0, 108.0)	(10.0, 168.5)	(11.0, 291.0)	(12.0, 471.0)	(13.0, 787.0)	(14.0, 1514.5)	(15.0, 2899.5)	(16.0, 5559.5)	(17.0, 10462.5)	(18.0, 18464.5)	(19.0, 32581.0)	(20.0, 54918.5)	(21.0, 86598.5)	(22.0, 129077.5)	(23.0, 188833.5)	(24.0, 270843.5)	(25.0, 371513.5)	(26.0, 497029.5)	(27.0, 644972.5)	(28.0, 812273.5)	(29.0, 1003685.5)	(30.0, 1212379.5)	(31.0, 1433007.0)	(32.0, 1661415.0)	(33.0, 1893790.0)	(34.0, 2120009.0)	(35.0, 2346472.0)	(36.0, 2577105.0)	(37.0, 2795105.0)	(38.0, 2972069.5)	(39.0, 3102611.5)	(40.0, 3194692.0)	(41.0, 3240485.0)	(42.0, 3267669.5)	(43.0, 3271439.5)	(44.0, 3259103.5)	(45.0, 3268279.5)	(46.0, 3293826.5)	(47.0, 3304540.5)	(48.0, 3307377.5)	(49.0, 3289921.0)	(50.0, 3233719.5)	(51.0, 3152625.0)	(52.0, 3051890.5)	(53.0, 2932998.5)	(54.0, 2788250.0)	(55.0, 2620633.5)	(56.0, 2423703.5)	(57.0, 2182306.0)	(58.0, 1896766.0)	(59.0, 1595113.5)	(60.0, 1300001.5)	(61.0, 1036589.5)	(62.0, 813184.5)	(63.0, 627935.5)	(64.0, 481377.5)	(65.0, 368268.0)	(66.0, 281347.5)	(67.0, 213234.0)	(68.0, 161074.5)	(69.0, 120628.5)	(70.0, 89465.5)	(71.0, 66897.5)	(72.0, 49647.0)	(73.0, 36517.0)	(74.0, 27487.0)	(75.0, 20873.5)	(76.0, 16005.0)	(77.0, 12037.5)	(78.0, 9210.5)	(79.0, 7488.5)	(80.0, 5812.0)	(81.0, 4339.0)	(82.0, 3260.5)	(83.0, 2277.5)	(84.0, 1556.0)	(85.0, 1079.5)	(86.0, 720.5)	(87.0, 442.0)	(88.0, 286.5)	(89.0, 192.5)	(90.0, 128.5)	(91.0, 78.0)	(92.0, 49.0)	(93.0, 44.0)	(94.0, 41.5)	(95.0, 29.5)	(96.0, 26.0)	(97.0, 30.5)	(98.0, 42.5)	(99.0, 47.0)	(100.0, 34.0)
YAF-1_R2_001	(0.0, 21.0)	(1.0, 53.5)	(2.0, 172.5)	(3.0, 459.5)	(4.0, 950.5)	(5.0, 1559.0)	(6.0, 2105.5)	(7.0, 2662.0)	(8.0, 2838.0)	(9.0, 2859.0)	(10.0, 2734.5)	(11.0, 2234.0)	(12.0, 1988.0)	(13.0, 2323.0)	(14.0, 3523.5)	(15.0, 5910.0)	(16.0, 12716.5)	(17.0, 16052.0)	(18.0, 19226.5)	(19.0, 33322.0)	(20.0, 54918.0)	(21.0, 86974.5)	(22.0, 131920.5)	(23.0, 194134.5)	(24.0, 277168.5)	(25.0, 379702.0)	(26.0, 504576.0)	(27.0, 654586.5)	(28.0, 827883.0)	(29.0, 1020386.0)	(30.0, 1226933.0)	(31.0, 1442700.5)	(32.0, 1675348.0)	(33.0, 1914069.5)	(34.0, 2141912.0)	(35.0, 2369965.5)	(36.0, 2595864.0)	(37.0, 2810213.5)	(38.0, 2980477.0)	(39.0, 3111218.5)	(40.0, 3211609.5)	(41.0, 3267133.5)	(42.0, 3290491.5)	(43.0, 3296521.0)	(44.0, 3302879.0)	(45.0, 3314956.5)	(46.0, 3327337.0)	(47.0, 3335534.0)	(48.0, 3337263.0)	(49.0, 3306343.5)	(50.0, 3242716.0)	(51.0, 3153504.0)	(52.0, 3049327.5)	(53.0, 2927015.5)	(54.0, 2780847.0)	(55.0, 2607538.0)	(56.0, 2397541.5)	(57.0, 2137668.0)	(58.0, 1831264.0)	(59.0, 1514950.5)	(60.0, 1218837.0)	(61.0, 964045.0)	(62.0, 749531.5)	(63.0, 578097.5)	(64.0, 448033.0)	(65.0, 344316.0)	(66.0, 260582.5)	(67.0, 198101.0)	(68.0, 151103.5)	(69.0, 113941.5)	(70.0, 84892.5)	(71.0, 64080.5)	(72.0, 47685.5)	(73.0, 35585.0)	(74.0, 27462.0)	(75.0, 21191.5)	(76.0, 16272.5)	(77.0, 12389.0)	(78.0, 9823.0)	(79.0, 7930.5)	(80.0, 6235.5)	(81.0, 4983.5)	(82.0, 3907.0)	(83.0, 2991.0)	(84.0, 2343.0)	(85.0, 1818.0)	(86.0, 1407.0)	(87.0, 1127.5)	(88.0, 952.0)	(89.0, 876.0)	(90.0, 796.5)	(91.0, 754.0)	(92.0, 708.5)	(93.0, 674.5)	(94.0, 696.5)	(95.0, 730.5)	(96.0, 813.0)	(97.0, 1039.5)	(98.0, 1573.0)	(99.0, 2991.0)	(100.0, 22959.0)
YAF-2_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 1.0)	(3.0, 2.0)	(4.0, 5.5)	(5.0, 11.5)	(6.0, 18.0)	(7.0, 20.0)	(8.0, 26.0)	(9.0, 56.5)	(10.0, 80.5)	(11.0, 132.5)	(12.0, 225.5)	(13.0, 336.0)	(14.0, 489.0)	(15.0, 802.0)	(16.0, 1364.0)	(17.0, 2294.0)	(18.0, 3870.5)	(19.0, 6324.5)	(20.0, 10452.5)	(21.0, 16558.0)	(22.0, 25643.0)	(23.0, 38603.0)	(24.0, 56592.5)	(25.0, 81378.5)	(26.0, 113812.5)	(27.0, 155627.5)	(28.0, 208565.5)	(29.0, 273606.0)	(30.0, 351933.0)	(31.0, 445873.5)	(32.0, 556886.5)	(33.0, 685561.5)	(34.0, 831258.0)	(35.0, 996868.5)	(36.0, 1186236.0)	(37.0, 1397304.5)	(38.0, 1623869.0)	(39.0, 1860090.5)	(40.0, 2103586.0)	(41.0, 2358843.5)	(42.0, 2631093.5)	(43.0, 2921701.5)	(44.0, 3243561.5)	(45.0, 3601666.5)	(46.0, 3976481.5)	(47.0, 4347218.0)	(48.0, 4703019.5)	(49.0, 5039225.5)	(50.0, 5360435.5)	(51.0, 5677851.0)	(52.0, 6010993.5)	(53.0, 6372371.5)	(54.0, 6748049.5)	(55.0, 7067539.0)	(56.0, 7216079.0)	(57.0, 7085980.0)	(58.0, 6629911.5)	(59.0, 5909496.0)	(60.0, 5038505.0)	(61.0, 4137539.0)	(62.0, 3292873.0)	(63.0, 2559282.0)	(64.0, 1962009.0)	(65.0, 1486662.5)	(66.0, 1121368.0)	(67.0, 846219.5)	(68.0, 637426.5)	(69.0, 480689.5)	(70.0, 360784.0)	(71.0, 267528.0)	(72.0, 198946.0)	(73.0, 148576.5)	(74.0, 111486.5)	(75.0, 84019.0)	(76.0, 63683.5)	(77.0, 49254.0)	(78.0, 37917.0)	(79.0, 29422.5)	(80.0, 22891.5)	(81.0, 17312.0)	(82.0, 12684.5)	(83.0, 9144.0)	(84.0, 6483.0)	(85.0, 4348.5)	(86.0, 2773.0)	(87.0, 1666.5)	(88.0, 1024.5)	(89.0, 635.5)	(90.0, 408.0)	(91.0, 261.5)	(92.0, 154.0)	(93.0, 101.5)	(94.0, 83.0)	(95.0, 66.5)	(96.0, 59.5)	(97.0, 60.5)	(98.0, 71.5)	(99.0, 62.0)	(100.0, 40.0)
YAF-2_R2_001	(0.0, 12.0)	(1.0, 17.0)	(2.0, 53.0)	(3.0, 199.5)	(4.0, 488.5)	(5.0, 913.5)	(6.0, 1435.5)	(7.0, 2917.5)	(8.0, 4035.5)	(9.0, 5220.0)	(10.0, 5831.5)	(11.0, 5175.5)	(12.0, 4152.0)	(13.0, 2958.5)	(14.0, 3488.5)	(15.0, 5240.5)	(16.0, 12759.0)	(17.0, 11044.0)	(18.0, 3814.5)	(19.0, 6399.5)	(20.0, 10426.0)	(21.0, 16487.5)	(22.0, 25461.0)	(23.0, 38170.5)	(24.0, 56465.0)	(25.0, 81169.0)	(26.0, 113416.5)	(27.0, 154998.0)	(28.0, 207530.5)	(29.0, 273108.5)	(30.0, 353109.0)	(31.0, 448582.0)	(32.0, 560964.0)	(33.0, 693460.0)	(34.0, 844871.0)	(35.0, 1016275.0)	(36.0, 1214626.5)	(37.0, 1438616.5)	(38.0, 1679203.0)	(39.0, 1933990.5)	(40.0, 2200776.0)	(41.0, 2484360.5)	(42.0, 2788927.5)	(43.0, 3110700.5)	(44.0, 3458495.0)	(45.0, 3827145.5)	(46.0, 4200459.0)	(47.0, 4572249.0)	(48.0, 4942312.5)	(49.0, 5309628.0)	(50.0, 5679752.5)	(51.0, 6057840.0)	(52.0, 6453253.0)	(53.0, 6866463.0)	(54.0, 7241489.5)	(55.0, 7478595.5)	(56.0, 7438472.5)	(57.0, 7006162.5)	(58.0, 6217806.0)	(59.0, 5242344.5)	(60.0, 4255379.5)	(61.0, 3367328.5)	(62.0, 2623414.5)	(63.0, 2029896.0)	(64.0, 1567233.0)	(65.0, 1204757.0)	(66.0, 926461.5)	(67.0, 715636.0)	(68.0, 550644.5)	(69.0, 420722.5)	(70.0, 318422.0)	(71.0, 239657.5)	(72.0, 181267.5)	(73.0, 137764.5)	(74.0, 104834.5)	(75.0, 80376.5)	(76.0, 62556.5)	(77.0, 49116.5)	(78.0, 38640.5)	(79.0, 30638.5)	(80.0, 24358.0)	(81.0, 19090.0)	(82.0, 14633.5)	(83.0, 11106.0)	(84.0, 8482.5)	(85.0, 6392.5)	(86.0, 4752.5)	(87.0, 3679.0)	(88.0, 3021.5)	(89.0, 2595.5)	(90.0, 2287.0)	(91.0, 2045.5)	(92.0, 1943.0)	(93.0, 1927.0)	(94.0, 1914.0)	(95.0, 1904.0)	(96.0, 2065.0)	(97.0, 2656.5)	(98.0, 3929.5)	(99.0, 7318.5)	(100.0, 46090.0)
YAF-3_R1_001	(0.0, 1.0)	(1.0, 0.5)	(2.0, 1.0)	(3.0, 1.0)	(4.0, 5.0)	(5.0, 10.0)	(6.0, 13.5)	(7.0, 25.0)	(8.0, 34.5)	(9.0, 51.0)	(10.0, 88.0)	(11.0, 125.5)	(12.0, 193.0)	(13.0, 318.0)	(14.0, 506.0)	(15.0, 865.5)	(16.0, 1532.0)	(17.0, 2614.5)	(18.0, 4544.5)	(19.0, 7812.5)	(20.0, 13096.0)	(21.0, 21391.0)	(22.0, 33645.5)	(23.0, 51348.0)	(24.0, 76179.0)	(25.0, 110498.5)	(26.0, 155671.0)	(27.0, 213364.0)	(28.0, 285193.5)	(29.0, 373246.0)	(30.0, 478020.0)	(31.0, 599710.0)	(32.0, 740106.0)	(33.0, 898496.0)	(34.0, 1072287.0)	(35.0, 1262058.0)	(36.0, 1471436.5)	(37.0, 1691692.5)	(38.0, 1912698.5)	(39.0, 2128684.0)	(40.0, 2328675.0)	(41.0, 2514954.0)	(42.0, 2694128.0)	(43.0, 2864799.5)	(44.0, 3033592.0)	(45.0, 3205141.5)	(46.0, 3376106.0)	(47.0, 3535548.0)	(48.0, 3668926.5)	(49.0, 3763040.0)	(50.0, 3815328.0)	(51.0, 3839848.0)	(52.0, 3853070.5)	(53.0, 3867571.0)	(54.0, 3880171.5)	(55.0, 3859702.0)	(56.0, 3764884.5)	(57.0, 3584923.0)	(58.0, 3319032.5)	(59.0, 2977768.0)	(60.0, 2586577.0)	(61.0, 2176634.5)	(62.0, 1783068.0)	(63.0, 1434925.5)	(64.0, 1138143.0)	(65.0, 890907.5)	(66.0, 695074.5)	(67.0, 538105.0)	(68.0, 411798.0)	(69.0, 312948.5)	(70.0, 236301.5)	(71.0, 176364.5)	(72.0, 131785.5)	(73.0, 98433.5)	(74.0, 73599.5)	(75.0, 55675.0)	(76.0, 42796.0)	(77.0, 32939.5)	(78.0, 25379.0)	(79.0, 19910.5)	(80.0, 15235.5)	(81.0, 11194.0)	(82.0, 8143.0)	(83.0, 5905.0)	(84.0, 4195.0)	(85.0, 2770.0)	(86.0, 1686.0)	(87.0, 990.5)	(88.0, 608.5)	(89.0, 392.0)	(90.0, 241.0)	(91.0, 151.0)	(92.0, 93.0)	(93.0, 63.0)	(94.0, 41.5)	(95.0, 33.5)	(96.0, 39.5)	(97.0, 40.5)	(98.0, 46.5)	(99.0, 41.5)	(100.0, 26.0)
YAF-3_R2_001	(0.0, 7.0)	(1.0, 20.5)	(2.0, 79.0)	(3.0, 257.5)	(4.0, 581.0)	(5.0, 1029.5)	(6.0, 1609.5)	(7.0, 2463.5)	(8.0, 3009.0)	(9.0, 3520.5)	(10.0, 3568.5)	(11.0, 2964.0)	(12.0, 2422.0)	(13.0, 2094.5)	(14.0, 2719.5)	(15.0, 3989.0)	(16.0, 9130.0)	(17.0, 8504.0)	(18.0, 4779.0)	(19.0, 8076.5)	(20.0, 13315.5)	(21.0, 21640.5)	(22.0, 34391.0)	(23.0, 52449.0)	(24.0, 78004.0)	(25.0, 112818.5)	(26.0, 158439.0)	(27.0, 217009.0)	(28.0, 290578.0)	(29.0, 379698.0)	(30.0, 484821.0)	(31.0, 608964.0)	(32.0, 750698.0)	(33.0, 911531.5)	(34.0, 1090078.0)	(35.0, 1280763.5)	(36.0, 1490340.0)	(37.0, 1714141.0)	(38.0, 1935676.5)	(39.0, 2153031.0)	(40.0, 2353497.5)	(41.0, 2533110.5)	(42.0, 2706335.0)	(43.0, 2874692.5)	(44.0, 3043002.5)	(45.0, 3216197.0)	(46.0, 3390187.5)	(47.0, 3559553.5)	(48.0, 3713246.5)	(49.0, 3826449.5)	(50.0, 3901220.5)	(51.0, 3953658.5)	(52.0, 3989224.0)	(53.0, 4022606.5)	(54.0, 4037339.0)	(55.0, 4002213.5)	(56.0, 3875331.5)	(57.0, 3620908.5)	(58.0, 3251894.5)	(59.0, 2811740.0)	(60.0, 2364833.5)	(61.0, 1947480.5)	(62.0, 1574423.0)	(63.0, 1262879.0)	(64.0, 1010465.5)	(65.0, 800899.0)	(66.0, 628469.0)	(67.0, 492713.5)	(68.0, 382395.0)	(69.0, 293149.0)	(70.0, 223114.5)	(71.0, 168365.5)	(72.0, 126625.5)	(73.0, 95478.5)	(74.0, 72110.5)	(75.0, 55041.0)	(76.0, 42825.5)	(77.0, 33155.5)	(78.0, 25949.0)	(79.0, 20374.0)	(80.0, 15823.5)	(81.0, 12097.5)	(82.0, 9059.0)	(83.0, 6912.0)	(84.0, 5249.0)	(85.0, 3794.0)	(86.0, 2755.5)	(87.0, 2108.5)	(88.0, 1699.5)	(89.0, 1456.5)	(90.0, 1266.0)	(91.0, 1146.0)	(92.0, 1093.5)	(93.0, 1061.0)	(94.0, 1053.0)	(95.0, 1079.5)	(96.0, 1224.5)	(97.0, 1574.5)	(98.0, 2298.5)	(99.0, 4139.5)	(100.0, 25789.5)
YAF_1_R1_001	(0.0, 1.0)	(1.0, 4.0)	(2.0, 5.0)	(3.0, 7.0)	(4.0, 10.5)	(5.0, 12.0)	(6.0, 19.0)	(7.0, 32.0)	(8.0, 66.5)	(9.0, 108.0)	(10.0, 168.5)	(11.0, 291.0)	(12.0, 471.0)	(13.0, 787.0)	(14.0, 1514.5)	(15.0, 2899.5)	(16.0, 5559.5)	(17.0, 10462.5)	(18.0, 18464.5)	(19.0, 32581.0)	(20.0, 54918.5)	(21.0, 86598.5)	(22.0, 129077.5)	(23.0, 188833.5)	(24.0, 270843.5)	(25.0, 371513.5)	(26.0, 497029.5)	(27.0, 644972.5)	(28.0, 812273.5)	(29.0, 1003685.5)	(30.0, 1212379.5)	(31.0, 1433007.0)	(32.0, 1661415.0)	(33.0, 1893790.0)	(34.0, 2120009.0)	(35.0, 2346472.0)	(36.0, 2577105.0)	(37.0, 2795105.0)	(38.0, 2972069.5)	(39.0, 3102611.5)	(40.0, 3194692.0)	(41.0, 3240485.0)	(42.0, 3267669.5)	(43.0, 3271439.5)	(44.0, 3259103.5)	(45.0, 3268279.5)	(46.0, 3293826.5)	(47.0, 3304540.5)	(48.0, 3307377.5)	(49.0, 3289921.0)	(50.0, 3233719.5)	(51.0, 3152625.0)	(52.0, 3051890.5)	(53.0, 2932998.5)	(54.0, 2788250.0)	(55.0, 2620633.5)	(56.0, 2423703.5)	(57.0, 2182306.0)	(58.0, 1896766.0)	(59.0, 1595113.5)	(60.0, 1300001.5)	(61.0, 1036589.5)	(62.0, 813184.5)	(63.0, 627935.5)	(64.0, 481377.5)	(65.0, 368268.0)	(66.0, 281347.5)	(67.0, 213234.0)	(68.0, 161074.5)	(69.0, 120628.5)	(70.0, 89465.5)	(71.0, 66897.5)	(72.0, 49647.0)	(73.0, 36517.0)	(74.0, 27487.0)	(75.0, 20873.5)	(76.0, 16005.0)	(77.0, 12037.5)	(78.0, 9210.5)	(79.0, 7488.5)	(80.0, 5812.0)	(81.0, 4339.0)	(82.0, 3260.5)	(83.0, 2277.5)	(84.0, 1556.0)	(85.0, 1079.5)	(86.0, 720.5)	(87.0, 442.0)	(88.0, 286.5)	(89.0, 192.5)	(90.0, 128.5)	(91.0, 78.0)	(92.0, 49.0)	(93.0, 44.0)	(94.0, 41.5)	(95.0, 29.5)	(96.0, 26.0)	(97.0, 30.5)	(98.0, 42.5)	(99.0, 47.0)	(100.0, 34.0)
YAF_1_R2_001	(0.0, 21.0)	(1.0, 53.5)	(2.0, 172.5)	(3.0, 459.5)	(4.0, 950.5)	(5.0, 1559.0)	(6.0, 2105.5)	(7.0, 2662.0)	(8.0, 2838.0)	(9.0, 2859.0)	(10.0, 2734.5)	(11.0, 2234.0)	(12.0, 1988.0)	(13.0, 2323.0)	(14.0, 3523.5)	(15.0, 5910.0)	(16.0, 12716.5)	(17.0, 16052.0)	(18.0, 19226.5)	(19.0, 33322.0)	(20.0, 54918.0)	(21.0, 86974.5)	(22.0, 131920.5)	(23.0, 194134.5)	(24.0, 277168.5)	(25.0, 379702.0)	(26.0, 504576.0)	(27.0, 654586.5)	(28.0, 827883.0)	(29.0, 1020386.0)	(30.0, 1226933.0)	(31.0, 1442700.5)	(32.0, 1675348.0)	(33.0, 1914069.5)	(34.0, 2141912.0)	(35.0, 2369965.5)	(36.0, 2595864.0)	(37.0, 2810213.5)	(38.0, 2980477.0)	(39.0, 3111218.5)	(40.0, 3211609.5)	(41.0, 3267133.5)	(42.0, 3290491.5)	(43.0, 3296521.0)	(44.0, 3302879.0)	(45.0, 3314956.5)	(46.0, 3327337.0)	(47.0, 3335534.0)	(48.0, 3337263.0)	(49.0, 3306343.5)	(50.0, 3242716.0)	(51.0, 3153504.0)	(52.0, 3049327.5)	(53.0, 2927015.5)	(54.0, 2780847.0)	(55.0, 2607538.0)	(56.0, 2397541.5)	(57.0, 2137668.0)	(58.0, 1831264.0)	(59.0, 1514950.5)	(60.0, 1218837.0)	(61.0, 964045.0)	(62.0, 749531.5)	(63.0, 578097.5)	(64.0, 448033.0)	(65.0, 344316.0)	(66.0, 260582.5)	(67.0, 198101.0)	(68.0, 151103.5)	(69.0, 113941.5)	(70.0, 84892.5)	(71.0, 64080.5)	(72.0, 47685.5)	(73.0, 35585.0)	(74.0, 27462.0)	(75.0, 21191.5)	(76.0, 16272.5)	(77.0, 12389.0)	(78.0, 9823.0)	(79.0, 7930.5)	(80.0, 6235.5)	(81.0, 4983.5)	(82.0, 3907.0)	(83.0, 2991.0)	(84.0, 2343.0)	(85.0, 1818.0)	(86.0, 1407.0)	(87.0, 1127.5)	(88.0, 952.0)	(89.0, 876.0)	(90.0, 796.5)	(91.0, 754.0)	(92.0, 708.5)	(93.0, 674.5)	(94.0, 696.5)	(95.0, 730.5)	(96.0, 813.0)	(97.0, 1039.5)	(98.0, 1573.0)	(99.0, 2991.0)	(100.0, 22959.0)
YAF_2_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 1.0)	(3.0, 2.0)	(4.0, 5.5)	(5.0, 11.5)	(6.0, 18.0)	(7.0, 20.0)	(8.0, 26.0)	(9.0, 56.5)	(10.0, 80.5)	(11.0, 132.5)	(12.0, 225.5)	(13.0, 336.0)	(14.0, 489.0)	(15.0, 802.0)	(16.0, 1364.0)	(17.0, 2294.0)	(18.0, 3870.5)	(19.0, 6324.5)	(20.0, 10452.5)	(21.0, 16558.0)	(22.0, 25643.0)	(23.0, 38603.0)	(24.0, 56592.5)	(25.0, 81378.5)	(26.0, 113812.5)	(27.0, 155627.5)	(28.0, 208565.5)	(29.0, 273606.0)	(30.0, 351933.0)	(31.0, 445873.5)	(32.0, 556886.5)	(33.0, 685561.5)	(34.0, 831258.0)	(35.0, 996868.5)	(36.0, 1186236.0)	(37.0, 1397304.5)	(38.0, 1623869.0)	(39.0, 1860090.5)	(40.0, 2103586.0)	(41.0, 2358843.5)	(42.0, 2631093.5)	(43.0, 2921701.5)	(44.0, 3243561.5)	(45.0, 3601666.5)	(46.0, 3976481.5)	(47.0, 4347218.0)	(48.0, 4703019.5)	(49.0, 5039225.5)	(50.0, 5360435.5)	(51.0, 5677851.0)	(52.0, 6010993.5)	(53.0, 6372371.5)	(54.0, 6748049.5)	(55.0, 7067539.0)	(56.0, 7216079.0)	(57.0, 7085980.0)	(58.0, 6629911.5)	(59.0, 5909496.0)	(60.0, 5038505.0)	(61.0, 4137539.0)	(62.0, 3292873.0)	(63.0, 2559282.0)	(64.0, 1962009.0)	(65.0, 1486662.5)	(66.0, 1121368.0)	(67.0, 846219.5)	(68.0, 637426.5)	(69.0, 480689.5)	(70.0, 360784.0)	(71.0, 267528.0)	(72.0, 198946.0)	(73.0, 148576.5)	(74.0, 111486.5)	(75.0, 84019.0)	(76.0, 63683.5)	(77.0, 49254.0)	(78.0, 37917.0)	(79.0, 29422.5)	(80.0, 22891.5)	(81.0, 17312.0)	(82.0, 12684.5)	(83.0, 9144.0)	(84.0, 6483.0)	(85.0, 4348.5)	(86.0, 2773.0)	(87.0, 1666.5)	(88.0, 1024.5)	(89.0, 635.5)	(90.0, 408.0)	(91.0, 261.5)	(92.0, 154.0)	(93.0, 101.5)	(94.0, 83.0)	(95.0, 66.5)	(96.0, 59.5)	(97.0, 60.5)	(98.0, 71.5)	(99.0, 62.0)	(100.0, 40.0)
