## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=analysis/qc/YAF-1_insert_size_histogram.pdf MINIMUM_PCT=0.5 INPUT=analysis/aligned/YAF-1.dedup.bam OUTPUT=analysis/qc/YAF-1_insert_size_metrics.txt    DEVIATIONS=10.0 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Dec 12 12:06:22 CET 2024

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
215	187	36	127	212980199	242.954344	81.248844	9405928	FR	15	29	41	57	73	93	117	213	329	395	617			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
300	10415
301	10241
302	9015
303	8357
304	7737
305	7372
306	7530
307	8264
308	9118
309	10344
310	10893
311	11030
312	10321
313	9502
314	8738
315	8092
316	8225
317	8824
318	10037
319	11331
320	12615
321	13036
322	12577
323	11718
324	10733
325	9946
326	9852
327	10424
328	11395
329	13162
330	14396
331	15279
332	15199
333	14529
334	13669
335	12539
336	12318
337	12837
338	13608
339	15679
340	16755
341	17306
342	17583
343	16729
344	16313
345	15166
346	14499
347	15179
348	16021
349	18203
350	18389
351	19284
352	19158
353	18309
354	17992
355	17168
356	16368
357	16473
358	16876
359	18150
360	18985
361	19838
362	19488
363	19372
364	18826
365	17964
366	17230
367	16945
368	17262
369	18148
370	18478
371	18973
372	19014
373	18650
374	18122
375	17623
376	16996
377	16733
378	17124
379	17564
380	17358
381	18101
382	17943
383	17501
384	17256
385	16246
386	16129
387	15783
388	15656
389	15965
390	15870
391	16014
392	16005
393	15646
394	15072
395	14458
396	13839
397	13598
398	13572
399	13729
400	13651
401	13595
402	13508
403	13283
404	12873
405	12493
406	11761
407	11372
408	11016
409	11122
410	11122
411	10899
412	10874
413	10512
414	10255
415	9814
416	9487
417	9527
418	8984
419	8700
420	8738
421	8632
422	8519
423	8298
424	7986
425	7713
426	7413
427	7125
428	6918
429	6935
430	6595
431	6521
432	6368
433	6281
434	6037
435	5848
436	5430
437	5217
438	5153
439	4964
440	4902
441	4724
442	4720
443	4654
444	4390
445	4274
446	4085
447	3892
448	3675
449	3533
450	3455
451	3516
452	3449
453	3271
454	3080
455	3043
456	2872
457	2766
458	2668
459	2609
460	2500
461	2413
462	2362
463	2336
464	2294
465	2279
466	2111
467	2086
468	2045
469	1947
470	1959
471	1850
472	1820
473	1831
474	1794
475	1816
476	1693
477	1594
478	1581
479	1620
480	1771
481	1593
482	1691
483	1533
484	1502
485	1498
486	1566
487	1474
488	1545
489	1656
490	1257
491	1231
492	1173
493	1269
494	1247
495	1193
496	1212
497	1121
498	1134
499	1063
500	1207
501	855
502	840
503	925
504	853
505	825
506	908
507	917
508	871
509	828
510	823
511	807
512	857
513	841
514	845
515	857
516	914
517	880
518	885
519	789
520	898
521	807
522	851
523	895
524	1025
525	1338
526	1835
527	3917
528	7794
529	478
530	488
531	471
532	489
533	545
534	523
535	481
536	537
537	506
538	523
539	521
540	499
541	520
542	522
543	531
544	538
545	519
546	512
547	557
548	597
549	613
550	691
551	711
552	834
553	792
554	874
555	927
556	855
557	945
558	936
559	910
560	891
561	845
562	844
563	887
564	916
565	902
566	861
567	808
568	860
569	871
570	855
571	841
572	823
573	825
574	871
575	814

